18.594938 -9.297469 -51.136081
9.634309 -4.813522 -26.496167
15.673357 -7.824860 -43.107642
15.174674 -7.570173 -41.738935
4.839505 -2.412454 -13.312289
14.178547 -7.062545 -39.004369
17.990429 -8.954517 -49.494028
19.092587 -9.495904 -52.529810
9.608183 -4.775111 -26.436994
14.334986 -7.118850 -39.445532
10.763349 -5.341093 -29.619502
16.571558 -8.217051 -45.606149
7.117053 -3.526326 -19.587996
12.930819 -6.402029 -35.591443
7.988755 -3.952208 -21.990160
7.788077 -3.849992 -21.439235
4.464091 -2.205115 -12.289715
17.208223 -8.493811 -47.377763
10.706018 -5.280350 -29.477881
17.605807 -8.676778 -48.479032
16.831775 -8.288960 -46.350846
18.173020 -8.942615 -50.047752
18.991048 -9.337990 -52.304150
12.155043 -5.972110 -33.479074
5.534091 -2.716966 -15.243791
7.205247 -3.534703 -19.848389
11.492488 -5.633576 -31.660675
3.345858 -1.638866 -9.218141
7.562785 -3.701546 -20.837583
3.122372 -1.527043 -8.603594
2.859359 -1.397334 -7.879411
8.220349 -4.014084 -22.654006
15.718083 -7.669378 -43.319559
11.149828 -5.436169 -30.731400
11.600942 -5.651736 -31.976959
10.668426 -5.193410 -29.408574
0.417017 -0.202848 -1.149628
18.668210 -9.073635 -51.467813
1.226800 -0.595820 -3.382491
10.280336 -4.988974 -28.346521
2.794833 -1.355258 -7.706869
1.695217 -0.821398 -4.674953
12.261659 -5.936618 -33.816667
8.789691 -4.252310 -24.242918
13.362103 -6.459327 -36.856645
6.551293 -3.164466 -18.071647
9.933638 -4.794489 -27.403670
16.100545 -7.764882 -44.419193
13.820160 -6.659895 -38.130532
7.991762 -3.848191 -22.051191
15.170371 -7.299108 -41.861558
7.437628 -3.575751 -20.525010
12.581073 -6.043791 -34.721325
7.810527 -3.749132 -21.557014
19.142527 -9.181380 -52.836891
10.499155 -5.031774 -28.981577
9.412835 -4.507597 -25.984708
3.990566 -1.909487 -11.016956
4.873104 -2.329941 -13.454341
4.019352 -1.920226 -11.097943
15.672943 -7.481754 -43.277952
17.858326 -8.518242 -49.315855
12.892254 -6.144608 -35.604458
2.075329 -0.988344 -5.731816
12.450410 -5.924617 -34.388922
17.902669 -8.512352 -49.451831
13.978830 -6.641367 -38.615805
14.943984 -7.094270 -41.284817
1.825677 -0.866003 -5.044029
13.820994 -6.550719 -38.187624
0.713778 -0.338039 -1.972316
16.317788 -7.721792 -45.092467
9.449367 -4.467995 -26.114103
1.917875 -0.906114 -5.300567
8.400214 -3.965571 -23.217856
10.536520 -4.970096 -29.124512
5.677449 -2.675918 -15.694389
7.169845 -3.376611 -19.821230
6.602851 -3.107092 -18.255009
8.368290 -3.934688 -23.137525
4.850579 -2.278862 -13.412306
13.916589 -6.532924 -38.483305
11.099576 -5.206326 -30.695566
14.099002 -6.607895 -38.993059
9.975982 -4.671754 -27.592068
4.511195 -2.110888 -12.478142
14.837728 -6.937290 -41.044540
10.346986 -4.833758 -28.624078
12.352930 -5.766194 -34.175692
13.962980 -6.512465 -38.632707
9.754589 -4.545942 -26.990794
4.978988 -2.318480 -13.777724
13.258155 -6.168683 -36.690122
16.266984 -7.562462 -45.019722
-0.335750 0.155962 0.929269
3.969166 -1.842247 -10.986375
17.913777 -8.307716 -49.587474
17.237327 -7.987482 -47.718240
15.966456 -7.392539 -44.203098
14.911449 -6.898423 -41.285136
19.010835 -8.787709 -52.638650
17.708100 -8.178820 -49.034891
11.599283 -5.352957 -32.121371
10.856056 -5.005854 -30.065240
3.834141 -1.766516 -10.619166
9.193190 -4.232126 -25.463507
13.261104 -6.099786 -36.733419
15.658518 -7.196608 -43.377249
6.977773 -3.204321 -19.331160
9.294777 -4.264810 -25.751925
2.892922 -1.326291 -8.015619
7.683424 -3.519637 -21.290455
4.893509 -2.239773 -13.560639
17.556416 -8.028970 -48.654762
18.446063 -8.428837 -51.123772
-0.489053 0.223285 1.355517
10.672090 -4.868469 -29.582035
11.139978 -5.077691 -30.881088
3.989696 -1.817023 -11.060576
10.314978 -4.693828 -28.598019
1.197164 -0.544315 -3.319336
16.755579 -7.611916 -46.460780
7.282080 -3.305425 -20.193529
7.665977 -3.476773 -21.259545
12.940248 -5.863920 -35.888783
14.159334 -6.410982 -39.272512
10.370021 -4.691344 -28.764392
18.404538 -8.319135 -51.054047
13.867690 -6.263148 -38.471497
1.934260 -0.872848 -5.366357
4.731761 -2.133442 -13.128562
6.657346 -2.999117 -18.472478
16.126572 -7.258856 -44.750287
4.395651 -1.976892 -12.198508
10.695475 -4.806101 -29.683374
7.808303 -3.505761 -21.672028
12.472608 -5.595198 -34.620225
9.444713 -4.233300 -26.217488
13.013445 -5.827931 -36.126371
10.223366 -4.574540 -28.382827
10.640000 -4.756924 -29.541537
12.450048 -5.561429 -34.569430
14.091223 -6.289186 -39.129075
1.322930 -0.589946 -3.673816
18.738687 -8.349194 -52.041464
14.447958 -6.431928 -40.127909
12.148768 -5.403758 -33.744424
5.865424 -2.606703 -16.292920
17.918567 -7.956530 -49.777435
6.909319 -3.065374 -19.195270
11.060500 -4.902872 -30.730063
7.399415 -3.277180 -20.559655
0.011831 -0.005235 -0.032874
0.119606 -0.052882 -0.332376
14.875713 -6.571430 -41.341423
16.518288 -7.290760 -45.909485
18.413349 -8.120183 -51.179954
15.971751 -7.037372 -44.396566
7.618525 -3.353926 -21.178613
11.925716 -5.245552 -33.154372
10.788941 -4.741430 -29.996109
0.680530 -0.298814 -1.892184
15.265181 -6.696979 -42.447053
0.861193 -0.377485 -2.394836
5.216709 -2.284644 -14.507805
10.497753 -4.593464 -29.196528
15.047616 -6.578595 -41.853551
2.880508 -1.258218 -8.012416
2.576245 -1.124332 -7.166569
15.572326 -6.790181 -43.321888
8.768885 -3.820254 -24.396529
0.347073 -0.151073 -0.965682
2.098992 -0.912846 -5.840553
4.392819 -1.908750 -12.224083
13.150727 -5.709182 -36.597591
9.250435 -4.012401 -25.745104
2.491880 -1.079909 -6.935686
18.155068 -7.860951 -50.534730
14.114368 -6.105983 -39.290111
-0.182983 0.079090 0.509405
